Acinar_cell	B_cell	Ductal_cell_type_1	Ductal_cell_type_2	Endocrine_cell	Endothelial_cell	Fibroblast_cell	Macrophage_cell	Stellate_cell	T_cell
TACC2	4239518.6975	89278.125	2225030.145	35659154.2275	4773876.6525	1630640.31	7886610.025	424461.1275	5079450.9175	147531.91
BTBD16	418009.43	9448.6825	351072.995	6759192.3575	384124.5325	56712.6525	343209.775	27433.8675	77986.4375	19950.4075
PLEKHA1	18817520.465	396589.2375	14690136.2075	92843140.6625	9280612.655	5557756.4075	45341060.725	2341025.9825	6260716.0925	867147.0725
HTRA1	13446533.615	392312.2475	5114438.915	27054055.7825	9115400.0525	15943524.2325	709145226.0225	11615575.4875	24738387.2125	861441.095
DMBT1	2333570.9975	121606.18	1603715.595	81121917.5825	2527894.73	277344.99	5496816.045	620706.6975	1207636.8575	221095.3175
CUZD1	310187551.4575	78679.2575	2318368.14	2499496.7725	1589593.6525	336546.485	3502044.935	577465.69	875894.9325	100532.9375
FAM24B	4395266.3125	171955.5575	1131037.815	13817284.1775	1496955.195	319599.34	4995031.6275	591623.7675	707415.105	221430.9075
C10orf88	1582953.9425	235370.695	1451427.795	5606194.535	1746183.1275	489156.1675	9063497.865	544624.98	1696516.245	214872.8175
PSTK	1987249.405	148059.0525	1055777.72	5384830.475	1596009.3275	240741.4525	6612811.7225	508622.615	773504.1425	147127.66
IKZF5	4814438.4025	257889.8975	2118104.7925	12059608.86	2605503	730921.28	11719363.235	1040904.365	2233474.7875	284570.1475
ACADSB	4484781.685	252060.2625	2392859.915	9211902.21	2264428.575	588216.435	11249895.4425	810895.8825	2176540.3125	305206.4475
BUB3	21666803.0375	6835047.8	12086008.89	94192000.375	14011744.6675	5290744.19	80872650.4975	9348761.6725	19111399.7475	6062632.9
CPXM2	667526.21	34090.9175	288322.47	1337719.45	767254.8425	3330895.3175	36632692.0825	177678.355	919920.5575	53958.69
CHST15	2832564.5075	272044.695	3059606.1175	10479788.5775	2081751.405	1577142.12	21239300.29	1993233.97	2206177.575	322325.04
OAT	12073223.4325	1155272.595	9487648.5425	73064039.5675	11208451.91	3488943.39	190065183.2775	7488106.8675	29391300.1975	1123944.985
LHPP	3564529.36	1182624.2075	2216003.6375	15701929.055	3957627.115	598740.09	14469879.155	1997035.165	3694605.9025	529031.0125
FAM53B	3332895.7	586045.64	1693914.9375	9024683.4825	2216794.0975	854354.455	9133115.6525	1668907.915	2785695.92	594924.7175
METTL10	8045842.9975	860831.545	5110168.4775	23778597.7075	4972909.1075	1657957.6	37228506.3425	2783052.595	5057175.28	968323.1325
FAM175B	2659454.3125	422481.5875	2235074.135	16277497.3425	2795675.59	820602.2575	16967471.895	1815130.3475	3051715.7075	407607.9325
ZRANB1	7387593.655	232159.88	3683855.3425	17315907.5325	4052347.5825	1665870.195	24634768.1675	1536144.6475	4176208.0525	301483.1125
RP11-298J20.3	330032.535	60565.2425	503102.215	2161632.59	480920.515	93899.8575	4918499.1525	398678.625	900692.17	112076.595
CTBP2	21625135.6325	182821.635	13729758.8275	70010265.925	5993641.4125	4112356.9825	41698227.53	3830980.0275	12712238.455	325554.725
RP11-383C5.4	2999236.555	87260.2675	1864927.97	5062033.7475	1198133.45	206297.885	4443465.37	272299.9125	877291.755	90812.27
EDRF1	4819550.4625	492301.815	2540133.3725	9967370.985	2075907.6825	834086.515	10268531.9675	957004.6525	2119695.5775	391148.82
UROS	17858087.8225	1263772.8775	10773932.085	37758374.4875	9238826.8075	2144540	72283383.5875	5853992.435	10789346.6725	1529890.8075
BCCIP	13873814.9725	1384696.7625	8259458.5125	46893557.06	7334544.195	2384429.4325	41991710.705	5084279.5625	10197532.645	1011039.915
DHX32	7896459.425	167555.595	4290967.6125	26125463.7	3867528.83	1063330.4175	14970355.9275	1412184.225	3360066.865	214790.12
FANK1	2415946	19014.78	2752199.855	10932970.0425	920382.8475	170653.4625	4248368.4025	209163.01	731059.6075	512069.185
ADAM12	743482.36	34670.595	802609.025	3631030.08	774305.8875	132924.9625	104350573.0625	339824.385	4397220.0175	347363.3325
DOCK1	8302896.4975	89220.535	5511985.3475	18656128.48	2989352.8775	3219593.26	31094750	856692.32	4652370.8725	92961.7075
CLRN3	249938.09	23583.7725	253928.7025	28863809.08	2693017.295	84538.8425	1544062.115	198357.6825	249299.6125	55700.1425
PTPRE	2076011.735	487035.325	1172921.34	31763159.855	3677613.87	5147760.885	25636938.755	12965368.7275	8250126.7325	936851.1825
MKI67	333210.105	4069546.82	475886.3875	37016353.4225	289794.5025	237411.5175	2557049.4625	4238773.865	1916661.1725	2376412.5125
MGMT	43703449.6925	2818512.58	16515557.3325	97922482.5575	15215418.38	9421268.3225	89824482.5825	9249569.2275	21551112.745	2490995.4875
EBF3	410607.6075	17920.1175	197857.785	472936.705	482810.5575	1430659.8575	7224279.495	95632.4525	822387.9725	29056.105
LINC00959	339278.0475	47793.6325	300330.86	612769.5525	385372.14	62123.9275	544199.52	80669.845	223716.4875	41963.6025
GLRX3	21781524.845	4655459.4925	9911375.5825	105758358.225	7731397.44	4097700.0125	83234680.195	10076064.935	18276597.76	2329988.4575
TCERG1L	506235.5275	0	17145.3925	27135.8125	3729307.205	6169.5575	313125.44	0	32456.635	0
PPP2R2D	16596735.99	322214.555	3120751.7775	18026064.48	2904813.0425	1310939.65	15713779.765	1444574.065	2980175.8475	306596.9725
BNIP3	45020563.97	264055.07	6684607.5075	18869193.9225	5776435.4275	1263312.465	47508580.5625	2727898.7225	3975408.7025	378209.7925
JAKMIP3	0	6075.815	64649.3175	151516.7075	433155.135	12609.2825	447619.53	8927.3175	62550.62	4573.38
DPYSL4	0	3103.9425	16715.27	155683.4325	629056.43	65331.0425	3788472.3175	40593.6975	182637.9925	1981.1375
STK32C	2399627.545	309625.6425	1473353.4875	13048873.4525	2662828.435	688088.505	11270997.0525	1875313.095	1414467.9325	290364.4975
LRRC27	2819457.8175	116622.11	2636554.0925	5381044.9625	1395856.405	313303.4275	6803304.08	567732.1025	1414199.055	64425.855
PWWP2B	7545706.1975	181476	4038332.4125	25979735.28	2744712.8025	677968.66	4960829.605	1328283.4575	1074982.9225	126352.78
RP11-432J24.2	164436.065	3182.73	88729.8575	1219193.885	192103.915	11150.3825	132892.035	70493.205	30616.44	0
INPP5A	3817229.1075	160573.57	2073664.7875	11589513.83	1886034.3775	1397013.89	10198356.4375	512935.9375	4987016.95	107493.355
NKX6-2	83391.7925	6100.3275	50533.9075	1058536.995	2110545.1925	11016.0275	248450.345	31120.68	40219.2525	13349.2475
KNDC1	0	0	32038.185	1186650.4625	1741835.1775	14235.1175	547930.7825	23225.35	39155.0775	11415.4225
UTF1	0	9350.12	49004.7825	108515.18	94587.0525	4514.5475	263820.41	942761.7325	79488.01	4861.1725
VENTX	414767.9525	12438.1875	66497.8775	522288.21	97493.8425	29865.44	742028.17	586903.6825	141852.155	15307.2175
ADAM8	3086392.395	577668.24	1769062.645	41573414.98	3142808.875	362773.5975	7276669.575	8492383.3825	1695942.05	1039721.2175
TUBGCP2	14201850.045	937779.2575	7764654.6025	43032293.075	7618147.29	2604502.2225	39662564.97	7589747.6	8257876.6625	1086107.4175
ZNF511	15753062.795	1399838.28	10319547.34	66118047.0275	9776262.0025	1782654.775	42430286.3875	5672744.185	10633555.1075	1135243.1575
CALY	249622.1075	3346.8275	65250.66	257280.3975	9984795.1175	7354.57	468992.16	17952.9875	33985.255	10873.0375
PRAP1	912224.125	50428.9825	303210.485	83906784.435	580504.165	195363.435	3086224.6325	320514.395	936131.7175	81629.8875
FUOM	8640849.585	958109.8875	1491080.825	21983568.725	2705716.2575	726190.73	30549001.2025	11038751.12	4317183.475	947923.0975
ECHS1	36494109.8375	3156144.6725	32250841.4175	144402307.1075	24003188.035	4541520.545	121623326.155	15442857.5775	19804244.76	2634773.44
PAOX	1830397.6375	496279.4325	1144224.455	5593341.125	1409004.3825	238008.65	4645479.725	1239694.235	969346.68	326356.1675
MTG1	3007059.4525	492567.4575	2494462.5075	9323346.1725	1639074.4925	662985.005	9116772.355	920636.3025	1998368.0275	469070.195
CYP2E1	2425927.35	8863.4675	125009.4	1234488.9625	95578.2425	45474.1325	1020024.5	42241.8375	171797.15	27849.17
LINC01001	167912.5375	12519.28	468580.13	4057697.335	291103.7325	40435.3625	473931.745	142327.2275	109791.9625	27626.7125
BET1L	12051376.66	499786.0175	4414968.46	34012119.43	5225002.9375	1109587.7725	26858815.775	2095623.4125	4629581.4875	653075.31
RIC8A	11540069.9025	1316837.765	7566666.7175	41410603.99	5852611.505	2438039.295	50823764.98	3446326.07	8329089.8725	1267143.8725
SIRT3	4302836.0875	267790.4875	2576874.4	12734550.775	2848148.8625	590295.86	15252054.885	926151.42	2021295.7875	304545.965
PSMD13	25709597.84	3860953.4725	13958961.735	108288686.945	13340083.2775	6236211.67	96510491.64	11961560.8375	20170597.815	3312764.67
ATHL1	35639418.94	644610.615	5359393.0525	62592802.805	7665701.0275	1682645.295	24121651.6525	2627927.835	6076838.07	776974.705
IFITM2	115356393.4625	6568019.485	105922194.8775	474509520.625	68998020.0075	83649975.8875	806430485.6975	44687053.7825	326479102.035	15293745.1075
IFITM1	13361975.275	1652983.135	19533342.545	202318424.8775	9025539.2625	61484170.83	284528502.4475	8555442.6625	128190116.0625	11197190.415
RP11-326C3.11	1081202.595	42630.845	899494.075	2450114.4425	678557.075	62722.2625	4007184.03	80559.4875	488741.6575	180335.565
IFITM3	584140761.9825	6533678.4675	371845628	2078753298.0025	189221280.0625	197859339.7075	3084441310.655	161423739.5575	844694877.795	12311185.1675
RP11-326C3.12	247773.9675	36658.7675	417764.87	324007.2	96805.8625	233858.76	397433.635	68608.105	46400.7075	48315.705
RP11-326C3.15	84359.8525	0	25053.225	90416.865	0	54927.2275	77758.685	18154.3	22607.9975	44863.02
PKP3	15217987.64	197593.5575	8603939.8675	160767003.27	7449692.4775	581160.4925	10689848.825	1290263.1475	1914123.3	359580.2775
SIGIRR	22696338.205	1294888.505	14971173.005	102599223.9325	12911188.2625	6970771.835	67896171.025	7632432.295	13481763.6375	2855774.485
ANO9	6320331.9975	273910.525	2815058.9925	26375664.97	1883231.53	397816.6975	4761597.1375	522302.12	1036881.3175	462227.6475
PTDSS2	3897816.27	127568.91	2070587.6525	10369067.4275	2411584.265	903187.4	14374325.68	767516.4875	2384636.2975	142595.9675
RP13-317D12.3	0	0	56927.275	178827.88	49050.6275	16345.285	108528.8375	4232.405	40448.045	4521.515
RNH1	31619867.7575	2713627.3075	23145001.9675	160177461.525	21293760.415	9628838.715	253790108.7125	30747124.87	44384233.6725	3550936.425
HRAS	9715779.4975	565308.1175	6022808.03	46420202.2425	6623953.1625	2222409.2975	28487840.1825	2235651.4225	6470552.865	511397.3025
LRRC56	584469.5075	68130.355	725248.49	3311492.7375	963724.24	77558.9775	526161.0825	80798.405	205190.77	37723.655
C11orf35	1663502.53	47568.6725	577507.445	7967331.9625	481750.8975	104533.1575	676469	160010.4	150635.92	52873.4575
RP11-496I9.1	2578665.27	40196.185	1421570.495	11222777.4175	1011696.0875	100490.87	1662675.12	238257.2825	329067.155	85008.7625
RASSF7	27745567.38	964289.1825	25442859.315	173947322.3975	14517689.705	1551489.255	22419526.6725	4195450.3225	4106809.5775	1658838.0625
MIR210HG	1079449.88	70004.815	1415644.9725	41706042.295	2279418.93	229317.6025	15267558.6675	750342.4025	1057578.31	179995.885
PHRF1	5575001.8475	323940.8925	2470988.0325	20389157.3625	2908814.34	1131656.6275	12496933.9125	1714930.5475	2507120.94	371500.7875
IRF7	11959132.5475	1172675.32	9348915.435	77203481.6375	10809008.1625	3450428.3225	46026386.7875	10241046.53	7849404.815	1918033.6275
CDHR5	1245463.1825	87205.4375	435203.6025	55446721.99	4240389.36	260147.9175	3632562.2525	393686.62	647945.665	130821.6675
DRD4	494871.3225	11224.915	199062.3575	3329258.955	343769.2075	40627.0025	4982850.4	128281.965	297793.765	39904.1225
DEAF1	6230214.27	277217.805	3121329.9875	20608146.89	5488133.535	1351362.185	29929169.29	1251744.4825	3780660.3975	367797.3275
EPS8L2	22698296.5025	401195.8425	12882487.165	108766417.7725	12842218.795	863184.9425	21477126.6575	1666447.0725	3076416.7725	875758.895
TMEM80	8332177.15	959248.3775	7488335.425	30644496.9675	5984330.53	1252856.2325	22245161.5975	2344124.09	5429695.5775	992770.06
TALDO1	45674885.905	5826385.03	27124436.665	272010522.8625	24502310.92	6782107.475	147963135.5325	42128060.205	29494302.7875	4931918.0975
PDDC1	6809458.74	469025.4225	4337351.63	28190127.85	3621326.185	1102275.29	17385146.72	1327889.3175	3563351.365	436664.6825
AP006621.5	2151202.5525	178784.37	1938311.045	9959081.24	1786335.1175	308369.6875	6882536.325	524623.6025	1410049.78	214017.3675
CEND1	0	80412.7475	8492.8675	188645.5375	145370.87	9486.2675	791020.97	13560.37	666825.2125	28496.6175
SLC25A22	9626372.445	336554.5675	2438574.5375	18177374.6275	4532575.0225	538265.525	10227805.3725	698501.095	1563701.13	322832.2825
PIDD	3251381.06	507243.51	1463258.5475	8273815.145	1743056.4675	377922.665	6738031.425	650357.2425	1339006.37	290764.995
RPLP2	2898592687.955	271379671.975	720512285.3525	6412518978.7325	687810684.455	234130797.1	4972678007.0575	613787026.065	842488581.575	222703288.0475
PNPLA2	29771186.39	946763.055	15832923.7675	138708217.005	13803117.7	3779569.3225	49058533.86	4828843.7775	12334776.475	1296874.2725
EFCAB4A	19860600.9425	413482.43	6571968.21	152141189.6025	8161275.4825	2158148.795	14570082.59	2036985.01	2934996.9	693328.2
CD151	135594571.9525	1107884.22	60442577.3125	535395741.4975	35141827.295	17947193.8275	291387325.58	15787960.445	82134230.8125	2557922.1875
POLR2L	215905983.5675	12553581.9475	104648840.9125	831536808.275	107818253.0375	28336884.23	649029910.905	55217283.325	115553595.83	12550135.42
TSPAN4	13409225.2575	371978.0475	12056924.365	40738696.9075	7840909.0425	9312179.8825	240940702.2475	10901525.9325	20629437.0075	686477.1225
RP11-1391J7.1	333052.285	20562.19	907582.365	3502673.5	817838.9525	357654.8425	9481541.4	582658.5775	1142766.585	37984.735
CHID1	30408411.25	957542.4575	15022020.475	68726446.39	17377176.095	2574624.1925	124443833.8675	5485829.015	14180091.1075	1623129.6775
AP2A2	11720842.6275	421908.285	10065904.0425	37775977.2375	6712187.41	2986014.14	37987566.54	5191436.7	6877477.3125	637680.8425
MUC6	40272446.145	904746.4325	65887694.67	59941020.7425	24182995.2125	2793482.315	36250525.05	3458286.5025	8425704.4625	869057.0425
MUC5AC	6902910.075	99147.525	2000218.88	186154742.705	7787875.0525	824308.2375	7993764.5125	1372887.63	1899349.715	262583.1625
MUC5B	3735659.3525	224481.07	2106287.32	78656844.6325	5126732.32	663138.5475	9322850.47	1809445.115	2340292.3225	443026.1275
TOLLIP	18769691.4225	1007670.18	10223725.4225	67586874.77	13949626.1275	2133708.46	35397140.225	5183988.9925	7022113.3	965298.61
TOLLIP-AS1	1338933.94	68895.1575	1354961.5925	7427517.8075	2803839.295	224585.92	3922837.215	195462.405	773006.1625	101206.29
BRSK2	7126359.8075	11878.455	219131.8775	1803398.335	1213359.9275	70524.32	892509.5825	90285.6975	3742046.405	22719.705
MOB2	14105372.73	871707.53	6887338.435	48711976.14	7381897.0075	6467323.2075	36189327.85	3342775.035	13402124.8025	1248757.78
DUSP8	3815749.155	41256.545	1313672.28	16341963.305	2026438.955	266064.9975	3794848.8675	235986.3775	1221840.5925	66715.9325
KRTAP5-AS1	331597.23	2861.9075	66188.2275	1348596.44	0	6387.22	53749.5275	18257.83	24474.5775	0
IFITM10	1748298.8825	75576.2925	376826.4825	10717330.4975	581650.6725	116716.8575	7837320.715	2151427.495	1072918.6425	211499.195
CTSD	97573992.055	3498284.17	75953369.48	628994316.3225	61596373.8425	11644333.9125	323944072.8875	300927701.26	65814463.29	8672152.4475
SYT8	6588019.3275	237955.54	9450906.8825	269239810.8025	16489423.7175	989430.345	49012802.8225	2998617.49	4372100.6575	790299.0375
TNNI2	2574663.455	241624.86	1254598.6875	34184586.975	3866987.2625	259126.8925	12193709.05	4087571.2675	1269188.165	246270.4975
LSP1	12959211.8425	12927637.6675	5376577.3425	23761183.85	13481805.7225	1780236.8225	54325968.0125	64583728.5725	9491983.5425	14957192.595
MRPL23	98647373.18	6119324.16	37437168.75	295485255.3325	36532892.2625	6981273.9825	151431909.995	26279604.8575	28089812.5825	4984338.395
MRPL23-AS1	83585.305	0	0	0	524894.435	0	24065.285	0	0	0
IGF2	7169252.03	58318.82	1513078.53	15540158.7525	62889881.165	8877017.0925	114146894.9325	609602.0575	2697500.04	215033.7125
INS-IGF2	0	0	8425.46	16942.02	3729587.98	3233.1475	0	0	0	0
INS	2128839058.32	20215013.16	632129924.9325	1912845185.385	67720343155.3925	223226298.98	2256143267.675	291666777.2725	488528542.91	62093599.465
TH	83478.735	3292.575	49893.835	3372511.18	676955.81	45183.3875	391038.36	35617.695	22006.665	14891.4875
ASCL2	1413752.7425	52677.395	2411749.125	4043036.2575	11803796.59	143137.67	2444811.955	2777850.09	448836.32	125826.89
C11orf21	418490.955	94539.5625	204001.2875	1222133.615	386161.5625	63042.5075	869896.6075	760285.57	231730.1775	270846.2225
TSPAN32	822963.3475	114696.6075	317920.9775	1510200.93	623537.1175	91765.8925	1216395.55	979921.07	465984.545	531159.9125
CD81	101593665.5625	6076921.8025	92413565.8225	158377753.575	51034956.2475	36740216.5725	389772865.71	44721848.185	70422909.345	2698808.7825
TSSC4	16938370.975	1215973.315	8422789.7475	62906578.335	10439831.8625	3789923.055	49017525.07	4154153.3075	12649215.585	1371787.6125
TRPM5	246690.84	34419.5425	365361.33	2995992.5225	915700.14	35040.035	258247.7675	59461.435	171827.48	34390.835
KCNQ1	21595162.035	137529.42	7014820.3325	22681944.275	1347409.48	596204.5675	4248279.06	1605177.5425	891907.3425	163962.585
KCNQ1OT1	13209994.1575	555075.6925	30454850.72	124373425.635	16622746.35	3188293.595	143920723.7625	2318993.6475	9473663.185	777269.39
CDKN1C	14371202.455	77069.0675	16756471.015	96972117.7975	33180301.915	3374175.7825	67051499.0675	1512584.725	8180177.615	209956.695
SLC22A18AS	410951.0625	27844.275	269287.1675	24481711.8125	289142.7325	137084.355	1607856.1025	1046594.0075	313578.855	41071.11
SLC22A18	6395128.5175	212841.705	5359715.615	104772837.46	2510110.3875	472227.03	21737865.4775	3325973.42	4279877.235	480995.055
PHLDA2	18193209.3675	486508.875	11764591.8125	581798037.3625	15835094.9375	2641866.8375	108511592.9875	7054438.1475	74565070.155	1294658.1475
NAP1L4	19781180.3175	2917421.385	13284489.8175	80243673.6275	12160545.05	4064152.0725	65061194.25	5574299.8525	13075781.425	4546990.855
CARS	9633867.2875	708234.6475	3589518.54	36414696.5875	3669112.0725	1917408.665	29844041.7725	2433590.49	5980165.145	999159.5925
OSBPL5	2161566.3775	34418.875	1277198.9175	7661525.94	1549517.6225	1059664.05	21969245.47	518377.4675	4430043.1425	103946.7325
ZNF195	8223272.1125	519474.24	3787646.035	21036694.3375	3474459.1525	1155047.6825	13672569.8475	1635844.4775	3547063.415	487138.99
ART5	413662.165	0	139298.1	548610.545	145055.805	102370.635	3420665.24	17960.985	84706.4175	2432.285
CHRNA10	417149.6425	9660.095	177014.305	778753.6775	94991.35	37545.05	344582.7925	77533.055	93071.435	4822.45
NUP98	7817823.8825	622609.5925	3821836.9625	31313021.2875	4882190.23	1956015.2225	21639274.83	3179914.1475	4670766.8275	600252.3825
PGAP2	5800800.5525	379794.255	4095148.62	20016623.4625	2356155.925	675909.4075	8736409.0325	943411.765	1286150.435	375521.8975
RHOG	15775003.395	4366089.8275	8250767.4325	75297051.7175	9843622.0175	4456034.895	71593354.4925	31709298.5525	15285797.1	4658235.5525
AC090587.5	167572.225	22246.8425	55318.7225	1013646.9475	95008.0975	11994.955	185303.825	104612.475	54542.53	24322.495
STIM1	5654174.785	623497.135	3972764.495	23738958.2175	3608222.435	1507207.25	23481218.445	2137283.655	4838645.7075	758290.245
RRM1	6712142.2825	2161046.24	4525327.555	22788647.49	3089529.205	1196564.3325	22950192.9175	2361856.235	4907976.61	1138230.9
TRIM21	4142695.7	279500.105	2131219.8525	14760202.3475	1010432.3925	633598.0275	8370242.05	1651266.5425	2147844.995	353346.5575
TRIM68	1569301.0075	122178.81	1406078.3475	6652832.265	960922.17	360050.7075	4170806.985	422506.35	789622.4775	119421.535
OR51E1	166399.1475	9897.7175	113882.1825	493453.315	49574.685	87840.28	820552.4025	106454.205	9930763.1925	22204.33
OR51E2	0	6477.44	16797.355	71452.75	96163.7975	14145.315	133648.7275	0	1373421.2775	6386.61
HBB	13837231.045	1171058.2275	15952709.4275	34488822.3075	129904534.87	9852989.6125	19359957.225	4818306.7275	11199651.2075	7595154.3375
UBQLNL	330042.425	6374.8	177523.505	332633.7075	242857.46	139790.45	583722.9975	31504.5675	70665.9925	2234.065
AC015691.13	0	0	16082.705	119295.0075	47423.19	26190.615	104937.81	0	23224.4325	0
TRIM6	1084190.9225	9064.5225	568285.94	1366642.4975	342200.6575	192042.2525	3684445.0275	160256.1475	335968.635	8708.7775
TRIM34	83440.0825	9381.685	57814.395	132255.2575	48415.225	9194.0575	240715.1225	9522.515	46850.0425	2131.1975
TRIM5	6243070.2275	330883.1725	3077685.7	19429540.6275	1212206.245	1975037.4325	16592648.73	1784797.8625	4228233.1375	319861.06
TRIM22	13374575.26	2725064.0725	9959552.6825	30680990.625	7096085.7	4737186.7675	74232206.4175	12858619.25	10802621.9525	2742069.3025
RP11-290F24.6	83781.96	9354.0075	131450.225	1318970.895	49574.685	26989.7075	449908.0025	26166.1575	39727.8025	9039.3425
FAM160A2	6823584.3225	381701.5125	4702848.47	42799665.1	5888921.535	2233344.755	21524735.085	1889596.585	4382404.2175	583081.9125
PRKCDBP	28678956.0125	582961.39	6768865.38	147382677.94	22197481.0525	25723341.88	421462590.3675	4636748.975	148405118.79	1242847.69
SMPD1	8974966.7125	591884.805	6295122.3825	19423063.8775	9893432.4325	1613880.495	55534012.0675	2180049.915	5659946.1475	1174534.05
APBB1	4997286.8675	306020.0475	4790405.745	5555006.4775	12376888.42	1123057.69	20112126.86	529723.44	5060211.4175	746887.355
HPX	332052.205	0	65767.62	234783.8425	47425.9825	15205.435	342286.4675	23558.665	15169.605	0
TRIM3	1996768.0375	77419.3025	1342685.65	6573117.875	1678971.7875	796354.555	10667457.28	521899.6475	2634295.2675	96374.435
ARFIP2	13961613.335	895652.4025	8394627.675	46522106.7325	9740892.98	1796928.065	38202584.275	2779522	7036083.795	892058.095
TIMM10B	8542690.18	1032379.1275	6350741.2225	42671145.5375	6274889.585	1590193.8925	30318822.085	2986931.7675	6286983.295	961915.1625
DNHD1	746150.8775	106560.7175	350950.7075	3462989.9	674361.97	225874.4175	1983174.655	280261.3425	596930.8925	117250.8225
RRP8	5240384.02	723409.7575	3403181.875	19179822.305	3193891.0675	1255148.3025	17669215.2025	1732316.5	4531627.55	585942.4275
ILK	28548193.44	2335251.745	19659437.51	92465041	12245741.0025	5398860.18	186709054.18	9711810.5625	38982507.0325	1935709.7425
TAF10	29067683.51	1531790.27	9027980.3075	82003306.34	8145797.745	2861287.285	39065011.9925	5951504.03	5749173.31	1121881.5125
TPP1	20432383.03	1863259.3075	10967808.68	66551016.3775	15383680.87	5107459.09	98162203.4425	29208947.1925	12420325.875	1718022.805
DCHS1	1496252.39	63560.755	858628.405	2010790.7475	1685765.59	3142100.275	20752713.9425	339199.965	537262.5025	53700.2425
MRPL17	19869257.0925	1309870.4275	11532066.53	98734704.135	12987862.7575	7122608.025	71659202.065	7241227.4575	8532637.54	1437768.3875
ZNF215	414331.955	246399.1325	39949.2825	1653658.7075	341128.9175	56083.575	1336189.435	81299.0975	99896.0875	178615.085
ZNF214	332021.085	5799.5475	801178.4975	2425890.72	389095.2625	35753.8075	2276762.8225	41347.735	301996.5325	4017.65
SYT9	333026.44	0	179134.8225	145984.0125	145799.69	5792.2225	0	0	7109.79	2416.0275
CTD-2516F10.2	82160.4725	24710.4575	100924.92	424854.8225	0	18011.21	238924.76	67431.635	80068.4875	9332.415
OLFML1	500142.0575	24867.68	162762.04	754690.305	385130.8325	101451.5075	51769829.7325	130238.705	8375436.79	34644.47
PPFIBP2	4074007.855	325401.575	2244956.53	20449382.0525	2175795.195	168567.3525	8302834.2375	1443893.7325	2877657.8275	149858.6775
CYB5R2	1080759.85	94259.5825	352966.21	8724724.7325	533388.685	61825.585	10130644.5875	151448.585	990202.6425	31166.8825
EIF3F	157428650.0275	17449124.14	55834268.79	258514281.8825	37345718.2725	13775089.61	323602652.4925	32736543.1625	60095154.24	12928906.7625
TUB	82883.715	3093.6325	147538.475	133402.3575	339445.29	27728.4525	4801751.0125	27009.835	290100.99	6261.0075
RIC3	26372811.01	2834874.82	22094158.5275	11795874.01	27120979.87	354165.545	5529938.4025	659915.42	2434508.98	1336123.535
LMO1	85317.6225	3445.685	84595.3125	214680.4625	7523033.87	13639.7125	182884.72	34523.125	47872.89	0
STK33	4736772.09	158400.0375	3358104.4425	3105554.5925	3581848.1625	74514.98	3804183.5825	107312.0725	181734.01	32648.0375
TRIM66	2578475.5225	200921.4375	1454693.8	9544397.3475	1405545.75	453647.215	4026092.44	564752.3325	826992.2225	196592.72
RPL27A	2243274608.115	227189254.2225	612505370.2875	4738896181.2475	582647479.35	192140851.795	4596211396.6175	485421940.775	704804772.52	163720479.48
ST5	15790360.3	143327.3575	17849437.075	57816914.8925	9373366.6525	1045035.0525	82103162.3325	1639693.955	13962581.675	247926.3375
AKIP1	10303459.19	427222.5625	6940243.48	34516776.505	5584346.9	1994945.2975	44262529.2825	5185565.2725	7603877.6475	789149.5975
TMEM9B	23362743.1725	2107040.1225	17680073.505	108642859.0775	15599952.5	5100790.1525	83865213.8425	12460243.075	8691802.6225	2637687.045
NRIP3	0	5909.6575	63949.9925	643875.6875	143696.0925	42351.7275	5213457.46	843198.7725	269537.5875	44523.6025
SCUBE2	3732319.73	12440.4925	437963.48	774456.2	286478.58	142643.57	38217502.6775	141978.0525	582792.3275	42390.7525
DENND5A	7964649.01	192739.1125	2598420.5625	11450298.685	2903810.44	3515640.185	31578909.225	4050506.8925	9319718.36	261169.47
TMEM41B	13274230.81	740933.745	6114938.6875	63712986.16	7576592.6575	1827732.53	33326763.1875	2881226.21	5164465.0225	766963.405
IPO7	20517352.4425	783811.6625	10106831.43	67649902.0575	9438228.2725	4267211.585	60423884.5125	5744704.5875	10965902.75	852244.0425
CTD-2371O3.2	246772.165	46116.51	124338.845	1513473.6775	381215.855	139136.68	3586634.6025	249255.2925	719042.7975	77972.9025
ZNF143	3980976.8175	549902.015	2277259.8125	14018467.0375	1786964.19	791512.5825	12941339.205	1526269.7175	3455706.23	513762.72
WEE1	5246143.5575	1270571.5275	3383846.01	57644424.815	3271223.635	1529933.8175	52746569.63	1191401.84	3155186.9375	444972.89
SWAP70	12799169.31	5715428.225	9428795.09	33415102.285	5694010.1175	22522727.0875	40782774.52	8685375.655	8263315.265	668599.825
RP11-540A21.2	83781.96	15250.25	88046.1075	1908396.1075	49235.4225	12441.215	211955.055	105826.7225	16164.385	6901.3
SBF2-AS1	2334817.675	190663.09	1416881.765	14864942.3925	771337.6625	192715.305	4702131.73	931687.3675	465048.38	97268.6675
SBF2	6742805.53	180089.31	5855459.3325	32921004.8	6125571.1875	2913605.2375	30266818.1025	3097785.215	6167071.0025	224532.43
ADM	7894943.195	286991.1475	8278029.0425	165571774.2125	11836936.13	11552060.175	154459161.335	23353821.06	6827033.63	839582.355
AMPD3	1916350.185	382785.385	1195062.5875	6459378.9275	1648195.58	139855.8175	4731728.7475	3090867.2575	561910.635	220974.735
